"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3010000","3010000-121-2025-00020","2025-04-25","","03","폐업","02","폐업","2025-05-15","","","","07086914453","3.80","100-070","서울특별시 중구 소공동 1 롯데백화점 본점","서울특별시 중구 남대문로 81, 롯데백화점 본점 지하1층 (소공동)","04533","포포민즈낫띵","2025-05-16 04:15:08","U","2024-12-04 23:08:00.0","제과점영업","198259.65357739","451392.198218657","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-121-2025-00021","2025-04-25","","03","폐업","02","폐업","2025-05-15","","","","","2.10","100-070","서울특별시 중구 소공동 1 롯데백화점 본점","서울특별시 중구 남대문로 81, 롯데백화점 본점 지하1층 (소공동)","04533","레비스퀴17","2025-05-16 04:15:08","U","2024-12-04 23:08:00.0","제과점영업","198259.65357739","451392.198218657","","","","","","","","","","","","","","","","","","",""
"3100000","3100000-121-2025-00014","2025-07-11","","01","영업/정상","01","영업","","","","","","62.21","139-837","서울특별시 노원구 상계동 1117-12 D.S 아파트","서울특별시 노원구 동일로242나길 21, 1층 (상계동, D.S 아파트)","01625","딥 크루아상(Deep croissant)","2025-07-11 14:44:46","I","2024-12-06 23:03:00.0","제과점영업","204919.854397166","463819.147868686","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-121-2025-00011","2025-07-10","","01","영업/정상","01","영업","","","","","","34.93","130-823","서울특별시 동대문구 용두동 234-38","서울특별시 동대문구 무학로 133-2, 1층 101호 (용두동)","02583","제이트리","2025-07-10 14:20:17","I","2024-12-06 23:03:00.0","제과점영업","202602.146559925","452663.39558037","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-121-2023-00019","2023-12-01","","03","폐업","02","폐업","2025-10-02","","","","","58.00","143-843","서울특별시 광진구 자양동 44-2 노룬산시장","서울특별시 광진구 뚝섬로 491, 노룬산시장 2층 (자양동)","05080","달콤제빵소","2025-10-02 15:04:07","U","2024-10-31 00:05:00.0","제과점영업","205663.081069121","448250.363358949","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2025-00036","2025-09-29","","03","폐업","02","폐업","2025-10-19","","","","","","134-876","서울특별시 강동구 암사동 139-2 서울 암사동 유적","서울특별시 강동구 올림픽로 875, 서울 암사동 유적 (암사동)","05239","경베이커리 한시적","2025-10-20 04:15:11","U","2024-10-30 22:03:00.0","제과점영업","211473.281335292","450972.243690361","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00101","2025-07-09","","01","영업/정상","01","영업","","","","","","25.90","135-819","서울특별시 강남구 논현동 96-14 성훈빌딩","서울특별시 강남구 도산대로50길 12, 성훈빌딩 지상1층 (논현동)","06054","오와케이크 도산직영점","2025-07-18 15:45:15","U","2024-12-06 22:00:00.0","제과점영업","203229.05037657","446602.487046315","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2010-00008","2010-03-22","","03","폐업","02","폐업","2025-06-10","","","","02  595 5705","23.45","137-806","서울특별시 서초구 반포동 93-5 107호","서울특별시 서초구 서래로10길 9, 107호 (반포동)","06577","주식회사 정코퍼레이션 Hotel Douce 오뗄두스 서래점","2025-06-10 09:24:22","U","2024-12-05 23:02:00.0","제과점영업","199824.846553274","444151.475582916","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-121-2025-00005","2025-07-11","","01","영업/정상","01","영업","","","","","","4.00","153-803","서울특별시 금천구 가산동 371-106 가산 더블유센터","서울특별시 금천구 가산디지털1로 181, 가산 더블유센터 104호 (가산동)","08503","그레이 핍플 가산디지털단지점","2025-07-11 14:33:59","I","2024-12-06 23:03:00.0","제과점영업","189350.592434703","442143.206055455","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00042","2025-07-11","","01","영업/정상","01","영업","","","","","","80.00","137-835","서울특별시 서초구 방배동 839-3 1층","서울특별시 서초구 방배로28길 15, 1층 (방배동)","06586","BREAD PEPE, 브레드 페페","2025-07-11 13:34:41","I","2024-12-06 23:03:00.0","제과점영업","199304.908637816","443144.014666482","","","","","","","","","","","","","","","","","","",""
"3030000","3030000-121-2025-00019","2025-07-16","","01","영업/정상","01","영업","","","","","","92.05","133-824","서울특별시 성동구 성수동1가 668-37","서울특별시 성동구 서울숲4길 28-19, 2층 (성수동1가)","04768","밀랍(MILLAB)","2025-07-16 12:06:45","I","2024-12-06 23:08:00.0","제과점영업","203811.954546313","449359.807137668","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-121-2025-00018","2025-07-16","","01","영업/정상","01","영업","","","","","","112.16","157-210","서울특별시 강서구 마곡동 768-2 동익드미라벨복합빌딩","서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 1층 109, 162호 (마곡동)","07798","파티세리소나 마곡점","2025-07-16 17:22:57","I","2024-12-06 23:08:00.0","제과점영업","184345.724012817","451171.287709396","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-121-2007-00008","2007-05-08","","01","영업/정상","01","영업","","","","","0234377707","99.00","143-918","서울특별시 광진구 구의동 244-50","서울특별시 광진구 구의로 4, 1층 (구의동)","05045","파리바게뜨(광진구청점)","2025-07-16 14:17:25","U","2024-12-06 23:08:00.0","제과점영업","207822.300539021","448443.28377615","","","","","","","","","","","","","","","","","","",""
"3190000","3190000-121-2025-00020","2025-09-30","","03","폐업","02","폐업","2025-10-12","","","","","0.00","156-855","서울특별시 동작구 신대방동 722 보라매공원내 2025 서울국제정원박람회 행사장","서울특별시 동작구 여의대방로20길 21, 보라매공원내 2025 서울국제정원박람회 행사장 (신대방동)","07062","미성베이커리","2025-10-13 04:15:09","U","2024-10-30 23:05:00.0","제과점영업","192773.582502032","443386.794683965","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-121-2025-00037","2025-07-11","","03","폐업","02","폐업","2025-07-30","","","","","3.30","150-798","서울특별시 영등포구 영등포동4가 442 타임스퀘어","서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 (영등포동4가)","07305","치플레1","2025-07-31 04:15:09","U","2024-12-08 00:02:00.0","제과점영업","191385.057392247","446098.555926507","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2025-00037","2025-09-30","","01","영업/정상","01","영업","","","","","","48.00","134-845","서울특별시 강동구 성내동 420-24","서울특별시 강동구 풍성로52길 8, 1층 101호 (성내동)","05403","굽굳(goob good)","2025-09-30 17:33:20","I","2024-10-31 00:02:00.0","제과점영업","211617.740684063","447484.718721268","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-121-2025-00055","2025-09-30","","01","영업/정상","01","영업","","","","","","25.10","150-801","서울특별시 영등포구 당산동1가 426-3","서울특별시 영등포구 당산로16길 9-7, 1층 (당산동1가)","07265","버터플러터(Butter flutter)","2025-09-30 17:25:47","I","2024-10-31 00:02:00.0","제과점영업","190827.930005216","446734.99631445","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-121-2025-00020","2025-10-01","","01","영업/정상","01","영업","","","","","","263.55","110-045","서울특별시 종로구 체부동 90","서울특별시 종로구 자하문로5가길 7, 2,3층 (체부동)","03040","코피티암","2025-10-01 13:39:02","I","2024-10-31 00:03:00.0","제과점영업","197389.239307602","452853.723689507","","","","","","","","","","","","","","","","","","",""
"3140000","3140000-121-2025-00026","2025-10-01","","01","영업/정상","01","영업","","","","","","68.00","158-806","서울특별시 양천구 목동 406-184","서울특별시 양천구 오목로 331, 3층 (목동)","07999","브륄레하우스","2025-10-01 17:46:58","I","2024-10-31 00:03:00.0","제과점영업","188822.717515353","446968.337093504","","","","","","","","","","","","","","","","","","",""
"3200000","3200000-121-2025-00016","2025-10-01","","01","영업/정상","01","영업","","","","","","29.52","151-843","서울특별시 관악구 봉천동 926-27","서울특별시 관악구 남부순환로 1739-5, 1층 (봉천동)","08757","셀리빵집","2025-10-01 12:11:11","I","2024-10-31 00:03:00.0","제과점영업","194929.377625218","442268.747521058","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-121-2025-00085","2025-09-30","","03","폐업","02","폐업","2025-10-27","","","","","","138-934","서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰","서울특별시 송파구 올림픽로 300, 롯데월드몰 올리브영 앞 팝업존 5층 (신천동)","05551","주식회사 아우치","2025-10-28 04:15:09","U","2024-10-30 21:00:00.0","제과점영업","209074.900840074","445657.80932984","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-121-2025-00014","2025-06-09","","01","영업/정상","01","영업","","","","","","11.20","140-780","서울특별시 용산구 한강로3가 40-999 용산역","서울특별시 용산구 한강대로23길 55, 아이파크몰 리빙파크 3층 (한강로3가)","04377","슬라이폭스 용산점(SLYFOX)","2025-06-09 11:32:50","I","2024-12-05 23:02:00.0","제과점영업","196762.077394917","447480.039577359","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00033","2025-06-09","","01","영업/정상","01","영업","","","","","","36.93","137-840","서울특별시 서초구 방배동 876-33 1층 101호","서울특별시 서초구 서초대로27길 21-1, 제이엘빌딩(J.L Building) 1층 101호 (방배동)","06588","호두까끼형제(nutcrackerbros)방배점","2025-06-09 16:35:06","I","2024-12-05 23:02:00.0","제과점영업","199437.938783108","442968.506474539","","","","","","","","","","","","","","","","","","",""
"3070000","3070000-121-2024-00009","2024-05-24","","03","폐업","02","폐업","2025-06-09","","","","","31.78","136-051","서울특별시 성북구 동선동1가 85-93","서울특별시 성북구 동소문로22길 29 (동선동1가)","02845","샌드베베","2025-06-09 11:15:32","U","2024-12-05 23:02:00.0","제과점영업","201532.789992494","454382.343706332","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-121-2019-00010","2019-08-26","","03","폐업","02","폐업","2025-06-09","","","","","33.00","153-864","서울특별시 금천구 시흥동 999-48 지상1층","서울특별시 금천구 금하로 619, 지상1층 (시흥동)","08614","빵내솔","2025-06-09 15:20:27","U","2024-12-05 23:02:00.0","제과점영업","191077.569316308","439178.125476649","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-121-2020-00013","2020-08-31","","01","영업/정상","01","영업","","","","","","31.14","100-845","서울특별시 중구 을지로2가 149-10 을지로2구역지하쇼핑","서울특별시 중구 을지로 지하 88, 을지로2구역지하쇼핑 지하1층 을특11호 (을지로2가)","04542","라떼킹 디저트스토리(을지로점)","2025-06-12 16:33:56","U","2024-12-05 23:05:00.0","제과점영업","198871.148612339","451537.607228396","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-121-2015-00006","2015-05-28","","01","영업/정상","01","영업","","","","","02  741 1487","45.30","110-801","서울특별시 종로구 계동 146-1","서울특별시 종로구 계동길 5, 1층 105호 (계동)","03059","북촌 유기농밀명인 단팥빵","2025-06-12 16:10:19","U","2024-12-05 23:05:00.0","제과점영업","198742.659391924","452814.32796848","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-121-2025-00033","2025-06-09","","03","폐업","02","폐업","2025-07-08","","","","03180389264","3.30","150-798","서울특별시 영등포구 영등포동4가 442 타임스퀘어","서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 (영등포동4가)","07305","치플레1","2025-07-09 04:15:09","U","2024-12-06 23:01:00.0","제과점영업","191385.057392247","446098.555926507","","","","","","","","","","","","","","","","","","",""
"3110000","3110000-121-2025-00013","2025-06-10","","03","폐업","02","폐업","2025-06-14","","","","","0.00","122-010","서울특별시 은평구 응암동 769-2 스카이블루","서울특별시 은평구 은평로16길 9-1, 스카이블루 (응암동)","03472","꿈친베이커리카페","2025-06-15 04:15:10","U","2024-12-05 23:07:00.0","제과점영업","193774.845852195","455329.186435538","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00086","2025-06-09","","03","폐업","02","폐업","2025-06-26","","","","031 525 2166","","135-730","서울특별시 강남구 삼성동 159-7 현대백화점","서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)","06164","베즐리베이커리무역점(한시적)","2025-06-27 04:15:10","U","2024-12-05 22:09:00.0","제과점영업","205210.358779172","445154.42225208","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-121-2025-00071","2025-07-14","","03","폐업","02","폐업","2025-07-31","","","","","","138-934","서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰","서울특별시 송파구 올림픽로 300, 롯데월드몰 B1층 (신천동)","05551","에트레베이크하우스","2025-08-01 04:15:09","U","2024-12-08 00:03:00.0","제과점영업","209074.900840074","445657.80932984","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-121-2025-00016","2025-06-12","","01","영업/정상","01","영업","","","","","","46.65","140-132","서울특별시 용산구 청파동2가 1-17","서울특별시 용산구 효창원로93길 2, 1층 (청파동2가)","04311","뺑 드 쎄종(Pain de Saison)","2025-06-12 16:36:07","I","2024-12-05 23:05:00.0","제과점영업","196691.773344223","449589.048509084","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2023-00021","2023-10-23","","03","폐업","02","폐업","2025-06-13","","","","","21.00","134-864","서울특별시 강동구 천호동 166-4","서울특별시 강동구 진황도로 36, 1층 14호 (천호동)","05336","달곰","2025-06-13 14:25:20","U","2024-12-05 23:05:00.0","제과점영업","211513.70780088","448472.606827239","","","","","","","","","","","","","","","","","","",""
"3120000","3120000-121-2025-00014","2025-07-14","","03","폐업","02","폐업","2025-08-12","","","","","","120-706","서울특별시 서대문구 창천동 30-33 현대백화점신촌점","서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 식품관 일부호 (창천동)","03789","파티세리몽슈슈 현대백화점 신촌점","2025-08-13 04:15:09","U","2024-12-07 23:05:00.0","제과점영업","194265.067639805","450433.691021245","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00131","2025-10-01","","03","폐업","02","폐업","2025-10-03","","","","","","135-881","서울특별시 강남구 삼성동 161-2 삼성1동 주민센터","서울특별시 강남구 봉은사로 616, 삼성1동 주민센터 (삼성동)","06170","(주)조선호텔앤리조트 조선팰리스강남 조선델리(한시적)","2025-10-04 04:15:10","U","2024-10-31 00:06:00.0","제과점영업","205467.530786654","445792.205480146","","","","","","","","","","","","","","","","","","",""
"3190000","3190000-121-2010-00026","2010-06-21","","03","폐업","02","폐업","2013-07-08","","","","02  36670444","44.89","156-801","서울특별시 동작구 노량진동 148-91번지 1층 ","서울특별시 동작구 노량진로 180, 1층 (노량진동)","06913","디노베이커리","2013-04-10 13:43:31","I","2018-08-31 23:59:59.0","제과점영업","195146.094626673    ","445686.8730425      ","제과점영업","1","1","기타","","상수도전용","","","","","","","","","N","44.89","","",""
"3130000","3130000-121-2025-00029","2025-06-11","","01","영업/정상","01","영업","","","","","","66.95","121-865","서울특별시 마포구 연남동 240-53 리인연남","서울특별시 마포구 성미산로29길 14, 리인연남 2층 (연남동)","03980","앙베어베이크(Angbearbake)","2025-06-11 13:32:46","I","2024-12-05 23:03:00.0","제과점영업","193096.771220147","451387.814416524","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00035","2025-06-12","","03","폐업","02","폐업","2025-06-30","","","","","","137-713","서울특별시 서초구 반포동 19-3 B1 스위트파크","서울특별시 서초구 신반포로 176, B1 스위트파크 (반포동)","06546","이미","2025-07-01 04:15:10","U","2024-12-07 00:03:00.0","제과점영업","200250.447804795","444683.220506107","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00089","2025-06-11","","01","영업/정상","01","영업","","","","","070 74501026","303.86","135-935","서울특별시 강남구 역삼동 826-20 대륭강남타워","서울특별시 강남구 강남대로 362, 대륭강남타워 지상1층 (역삼동)","06241","팀홀튼 강남역대륭타워점","2025-06-11 11:55:29","I","2024-12-05 23:03:00.0","제과점영업","202543.702833232","443681.849617904","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00034","2025-06-11","","03","폐업","02","폐업","2025-06-30","","","","","","137-960","서울특별시 서초구 반포동 19-3 센트럴시티","서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 스위트파크 (반포동)","06546","디끌레(decle)","2025-07-01 04:15:10","U","2024-12-07 00:03:00.0","제과점영업","200250.447804795","444683.220506107","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00088","2025-06-11","","03","폐업","02","폐업","2025-07-03","","","","02  543 0403","","135-724","서울특별시 강남구 압구정동 429 현대백화점본점","서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 식품관호 (압구정동)","06001","보리수 파리(Borissou Paris)(한시적)","2025-07-04 04:15:09","U","2024-12-07 00:06:00.0","제과점영업","202358.505687227","447232.955697694","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-121-2016-00027","2016-10-10","","03","폐업","02","폐업","2025-06-02","","","","","23.00","157-831","서울특별시 강서구 내발산동 694-16 (지상 1층) 103호","서울특별시 강서구 강서로45길 132-14, 1층 103호 (내발산동, 발산 1동)","07638","뽀작뽀작","2025-06-02 09:21:28","I","2024-12-05 23:03:00.0","제과점영업","185049.076420948","449838.484993707","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00090","2025-06-13","","01","영업/정상","01","영업","","","","","02  571 6399","33.00","135-855","서울특별시 강남구 도곡동 457-6","서울특별시 강남구 논현로26길 46-12, 1층 (도곡동)","06300","브라이언스커피 본점 부설","2025-06-13 11:17:28","I","2024-12-05 23:05:00.0","제과점영업","204023.766165027","442350.341641721","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-121-2025-00024","2025-06-13","","01","영업/정상","01","영업","","","","","","34.64","100-340","서울특별시 중구 산림동 207-2 대림상가","서울특별시 중구 을지로 157, 대림상가 3층 다, 라열 364호 (산림동)","04545","북촌을 잇다","2025-06-13 12:00:25","I","2024-12-05 23:05:00.0","제과점영업","199526.416139264","451693.211256949","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2025-00026","2025-07-14","","01","영업/정상","01","영업","","","","","","123.10","134-846","서울특별시 강동구 성내동 442-16 진스빌딩","서울특별시 강동구 강동대로53길 18, 진스빌딩 지1층 (성내동)","05408","경성빵공장 올림픽공원점","2025-07-14 10:38:10","I","2024-12-06 23:06:00.0","제과점영업","211592.37468424","446824.910976521","","","","","","","","","","","","","","","","","","",""
"3110000","3110000-121-2025-00014","2025-06-12","","01","영업/정상","01","영업","","","","","","27.00","122-913","서울특별시 은평구 응암동 239-18","서울특별시 은평구 응암로22길 31, 1층 (응암동)","03466","꽃처럼케이크","2025-06-12 09:36:37","I","2024-12-05 23:05:00.0","제과점영업","193011.026498811","454575.919199341","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00130","2025-10-01","","01","영업/정상","01","영업","","","","","","142.00","135-860","서울특별시 강남구 도곡동 953 다림빌딩","서울특별시 강남구 강남대로 246, 다림빌딩 지상1층 (도곡동)","06267","팀홀튼 양재역점","2025-10-01 12:17:57","I","2024-10-31 00:03:00.0","제과점영업","202939.386483486","442591.957740187","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00043","2025-07-14","","03","폐업","02","폐업","2025-07-31","","","","","","137-713","서울특별시 서초구 반포동 19-3 센트럴시티 지하1층","서울특별시 서초구 신반포로 176, 신세계백화점 지하1층 (반포동)","06546","플디 케이크샵(압구정점)","2025-08-01 04:15:09","U","2024-12-08 00:03:00.0","제과점영업","200250.447804795","444683.220506107","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-121-2025-00065","2025-06-11","","03","폐업","02","폐업","2025-06-26","","","","","","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데백화점 팝업매장 지하1층 (잠실동)","05554","프랑스 루브르 바게트","2025-06-27 04:15:09","U","2024-12-05 22:09:00.0","제과점영업","208589.363343145","445455.90405262","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-121-2025-00027","2025-10-01","","01","영업/정상","01","영업","","","","","","20.00","157-833","서울특별시 강서구 내발산동 700 발산시장","서울특별시 강서구 강서로47길 19, 발산시장 1층 (내발산동)","07639","heenang","2025-10-01 14:29:56","I","2024-10-31 00:03:00.0","제과점영업","185359.452821528","450031.249164704","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-121-2025-00009","2025-06-13","","01","영업/정상","01","영업","","","","","","33.00","143-200","서울특별시 광진구 구의동 546-11 강변역지너스타워","서울특별시 광진구 강변역로4길 10, 강변역지너스타워 501호 (구의동)","05116","코코미나","2025-11-05 13:44:08","U","2024-11-01 00:08:00.0","제과점영업","208189.434497483","448129.166313052","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-121-2025-00010","2025-06-16","","01","영업/정상","01","영업","","","","","","30.40","143-832","서울특별시 광진구 구의동 611 구의현대2단지아파트","서울특별시 광진구 광나루로56길 66, 구의현대2단지아파트 1층 106호 (구의동)","05118","조이베이크","2025-06-16 10:53:42","I","2024-12-05 23:08:00.0","제과점영업","208403.746065593","448490.239179557","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-121-2025-00030","2025-06-16","","01","영업/정상","01","영업","","","","","","44.70","121-820","서울특별시 마포구 망원동 57-233","서울특별시 마포구 월드컵로13길 55-32, 2층 (망원동)","04014","베이크샵 에이오(bakeshop AO)","2025-06-16 16:48:03","I","2024-12-05 23:08:00.0","제과점영업","191657.935057205","450206.982449881","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2009-00035","2009-10-23","","01","영업/정상","01","영업","","","","","02  532 6419","219.79","137-840","서울특별시 서초구 방배동 875-2 1층","서울특별시 서초구 방배로 166, 1층 (방배동)","06588","(주)브레댄코","2025-10-02 12:45:05","U","2024-10-31 00:05:00.0","제과점영업","199341.767713169","442949.707274734","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2025-00028","2025-07-17","","03","폐업","02","폐업","2025-07-24","","","","","","134-779","서울특별시 강동구 천호동 572 현대백화점","서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)","05328","보따리제과점 한시적","2025-07-25 04:15:17","U","2024-12-06 22:07:00.0","제과점영업","210929.919693661","448537.406728283","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-121-2025-00066","2025-06-16","","03","폐업","02","폐업","2025-06-30","","","","","","138-934","서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰","서울특별시 송파구 올림픽로 300, 몰데월드몰 콘서트 by 디오니즈 (신천동)","05551","콘서트","2025-07-01 04:15:09","U","2024-12-07 00:03:00.0","제과점영업","209074.900840074","445657.80932984","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00091","2025-06-16","","01","영업/정상","01","영업","","","","","","112.18","135-961","서울특별시 강남구 개포동 1187-3","서울특별시 강남구 논현로10길 18, 지상1층 (개포동)","06314","브리팜 베이커리","2025-11-04 17:42:26","U","2024-11-01 00:06:00.0","제과점영업","204359.81","441358.745","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00044","2025-07-17","","01","영업/정상","01","영업","","","","","","65.80","137-907","서울특별시 서초구 잠원동 60-3 메이플 자이 근린생활시설 지하1층 1-B111호","서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 지하1층 1-B111호 (잠원동)","06522","파리바게뜨 잠원역메이플자이점","2025-07-17 12:33:32","I","2024-12-06 23:09:00.0","제과점영업","201024.481364815","445492.334204608","","","","","","","","","","","","","","","","","","",""
"3160000","3160000-121-2018-00001","2018-01-25","","01","영업/정상","01","영업","","","","","","125.56","152-887","서울특별시 구로구 신도림동 337 신도림1차푸르지오","서울특별시 구로구 경인로 661, 신도림1차푸르지오 120,121호 (신도림동)","08208","파리바게뜨 신도림역점","2025-07-17 09:27:48","U","2024-12-06 23:09:00.0","제과점영업","190005.132500398","445250.538868558","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-121-2025-00029","2025-07-17","","03","폐업","02","폐업","2025-07-19","","","","","3.30","100-197","서울특별시 중구 을지로7가 143","서울특별시 중구 을지로 281, DDP 디자인랩 4층 (을지로7가)","04566","키다리앤 과자점","2025-07-20 04:15:09","U","2024-12-06 22:02:00.0","제과점영업","200806.180300481","451624.092552007","","","","","","","","","","","","","","","","","","",""
"3060000","3060000-121-2025-00006","2025-06-16","","03","폐업","02","폐업","2025-07-22","","","","","84.60","131-812","서울특별시 중랑구 면목동 50-16 신일유치원","서울특별시 중랑구 용마산로 399, 신일유치원 1층 (면목동)","02201","페르시아 페이스트리(PERSIAN PASTRY)","2025-07-22 12:00:18","U","2024-12-06 22:04:00.0","제과점영업","208361.575538899","453898.443759712","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-121-2025-00030","2025-07-18","","03","폐업","02","폐업","2025-08-18","","","","02  310 1218","3.30","100-747","서울특별시 중구 충무로1가 52-5 신세계백화점건물","서울특별시 중구 소공로 63, 신세계백화점건물 지하1층 (충무로1가)","04530","디저트살롱","2025-08-19 04:15:08","U","2024-12-07 22:01:00.0","제과점영업","198263.90839194","450960.762964932","","","","","","","","","","","","","","","","","","",""
"3200000","3200000-121-2025-00017","2025-10-13","","01","영업/정상","01","영업","","","","","","18.89","151-848","서울특별시 관악구 봉천동 856-1 대우디오슈페리움2단지","서울특별시 관악구 관악로 168, 1층 107호 (봉천동, 대우디오슈페리움2단지)","08788","윈도넛","2025-10-13 10:30:15","I","2024-10-30 23:05:00.0","제과점영업","195785.625847341","442009.829041898","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2025-00038","2025-10-10","","03","폐업","02","폐업","2025-10-19","","","","","","134-876","서울특별시 강동구 암사동 139-2 서울 암사동 유적","서울특별시 강동구 올림픽로 875, 서울 암사동 유적 (암사동)","05239","더샤르망베이커리 한시적","2025-10-20 04:15:11","U","2024-10-30 22:03:00.0","제과점영업","211473.281335292","450972.243690361","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-121-2025-00006","2025-10-10","","03","폐업","02","폐업","2025-10-11","","","","","0.00","142-805","서울특별시 강북구 미아동 458-7 삼양입구사거리 인근 강북문화예술회관 광장","","","종관과자점","2025-10-12 04:15:09","U","2024-10-30 23:04:00.0","제과점영업","202428.046582089","457155.806011442","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-121-2025-00018","2025-07-18","","01","영업/정상","01","영업","","","","","","45.86","140-887","서울특별시 용산구 한남동 657-138","서울특별시 용산구 대사관로31길 25-12, 2층 (한남동)","04401","파티세리 뮤흐(Patisserie mur)","2025-07-18 16:26:04","I","2024-12-06 22:00:00.0","제과점영업","200393.389323105","448048.069345187","","","","","","","","","","","","","","","","","","",""
"3160000","3160000-121-2025-00009","2025-07-18","","01","영업/정상","01","영업","","","","","","15.50","152-880","서울특별시 구로구 구로동 1204 대림역","서울특별시 구로구 도림천로 351, 대림역 233-013호 (구로동)","08304","베이커리감성","2025-07-18 16:53:20","I","2024-12-06 22:00:00.0","제과점영업","190626.984904222","443475.220702665","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-121-2019-00008","2019-07-19","","01","영업/정상","01","영업","","","","","","78.38","110-809","서울특별시 종로구 동숭동 130-24","서울특별시 종로구 동숭2길 3-4, 1층 (동숭동)","03085","헤이스윗(Hey Sweet)","2025-07-18 16:23:07","U","2024-12-06 22:00:00.0","제과점영업","200330.436835916","453182.009364498","","","","","","","","","","","","","","","","","","",""
